target,holdout,D,train_accuracy,valid_accuracy,test_accuracy,train_macro_f1,valid_macro_f1,test_macro_f1,test_balanced_accuracy,explained_variance,classification_valid,unseen_test_classes,bytes_per_vector,KB_per_vector,original_bytes_per_vector,dimension_reduction_pct,compression_ratio,relative_memory_cost,relative_compute_cost,compute_reduction_pct,relative_similarity_cost,relative_transfer_cost,storage_10000_GB,storage_10000_TB,storage_saved_10000_GB,storage_saved_10000_TB,storage_100000_GB,storage_100000_TB,storage_saved_100000_GB,storage_saved_100000_TB,storage_1000000_GB,storage_1000000_TB,storage_saved_1000000_GB,storage_saved_1000000_TB,storage_10000000_GB,storage_10000000_TB,storage_saved_10000000_GB,storage_saved_10000000_TB,storage_100000000_GB,storage_100000000_TB,storage_saved_100000000_GB,storage_saved_100000000_TB,normalized_storage_cost,normalized_memory_cost,normalized_compute_cost,normalized_similarity_cost,normalized_transfer_cost,normalized_total_cost_index,total_cost_reduction_pct,test_accuracy_baseline,test_accuracy_retention,test_macro_f1_baseline,test_macro_f1_retention,test_balanced_accuracy_baseline,test_balanced_accuracy_retention
fold_label,fold_holdout,32,0.5393924626380767,0.19293478260869565,0.14206128133704735,0.16123812118547903,0.08135014047755569,0.03898456573370224,0.060505476957682845,0.76713604,True,0,128,0.128,5120,97.5,40.0,0.025,0.025,97.5,0.025,0.025,0.00128,1.28e-06,0.04992,4.992e-05,0.0128,1.28e-05,0.4992,0.0004992,0.128,0.000128,4.992,0.004992,1.28,0.00128,49.92,0.04992,12.8,0.0128,499.2,0.4992,0.025,0.025,0.025,0.025,0.025,0.025,97.5,0.3161559888579387,0.44933920704845814,0.12888322077953698,0.30247976034357366,0.17778000186088422,0.34033905008634985
fold_label,fold_holdout,64,0.7236029889538661,0.2866847826086957,0.2075208913649025,0.28102522367609595,0.1463951840358224,0.057098946109241905,0.08707605711282182,0.83210516,True,0,256,0.256,5120,95.0,20.0,0.05,0.05,95.0,0.05,0.05,0.00256,2.56e-06,0.04864,4.864e-05,0.0256,2.56e-05,0.4864,0.0004864,0.256,0.000256,4.864,0.004864,2.56,0.00256,48.64,0.04864,25.6,0.0256,486.4,0.4864,0.05,0.05,0.05,0.05,0.05,0.05,95.0,0.3161559888579387,0.6563876651982379,0.12888322077953698,0.44302854757884513,0.17778000186088422,0.4897966936740178
fold_label,fold_holdout,128,0.8460038986354775,0.39945652173913043,0.2520891364902507,0.39937303656855233,0.22436075067965908,0.0805111408805987,0.11656066564154799,0.8901831,True,0,512,0.512,5120,90.0,10.0,0.1,0.1,90.0,0.1,0.1,0.00512,5.12e-06,0.04608,4.608e-05,0.0512,5.12e-05,0.4608,0.0004608,0.512,0.000512,4.608,0.004608,5.12,0.00512,46.08,0.04608,51.2,0.0512,460.8,0.4608,0.1,0.1,0.1,0.1,0.1,0.1,90.0,0.3161559888579387,0.7973568281938327,0.12888322077953698,0.6246828748818914,0.17778000186088422,0.6556455418014825
fold_label,fold_holdout,256,0.8984730344379467,0.47690217391304346,0.29108635097493035,0.48865508887649095,0.3058900248857784,0.10645412353686282,0.15255944015135192,0.9395798,True,0,1024,1.024,5120,80.0,5.0,0.2,0.2,80.0,0.2,0.2,0.01024,1.024e-05,0.04096,4.096e-05,0.1024,0.0001024,0.4096,0.0004096,1.024,0.001024,4.096,0.004096,10.24,0.01024,40.96,0.04096,102.4,0.1024,409.6,0.4096,0.2,0.2,0.2,0.2,0.2,0.2,80.0,0.3161559888579387,0.9207048458149779,0.12888322077953698,0.8259734889692074,0.17778000186088422,0.8581361151673977
fold_label,fold_holdout,512,0.9197530864197531,0.5081521739130435,0.31058495821727017,0.5411520828737141,0.34467358228855566,0.12620654665243672,0.17545740615593555,0.9767876,True,0,2048,2.048,5120,60.0,2.5,0.4,0.4,60.0,0.4,0.4,0.02048,2.048e-05,0.03072,3.072e-05,0.2048,0.0002048,0.3072,0.0003072,2.048,0.002048,3.072,0.003072,20.48,0.02048,30.72,0.03072,204.8,0.2048,307.2,0.3072,0.4,0.4,0.4,0.4,0.4,0.4,60.0,0.3161559888579387,0.9823788546255505,0.12888322077953698,0.9792317874203432,0.17778000186088422,0.9869355626018829
fold_label,fold_holdout,768,0.9246263807667316,0.5122282608695652,0.31337047353760444,0.5592485239864372,0.34680850618977194,0.1265853725785167,0.1752064724491195,0.9909389,True,0,3072,3.072,5120,40.0,1.6666666666666667,0.6,0.6,40.0,0.6,0.6,0.03072,3.072e-05,0.02048,2.048e-05,0.3072,0.0003072,0.2048,0.0002048,3.072,0.003072,2.048,0.002048,30.72,0.03072,20.48,0.02048,307.2,0.3072,204.8,0.2048,0.6,0.6,0.6,0.6,0.6,0.6,40.0,0.3161559888579387,0.9911894273127753,0.12888322077953698,0.9821710833487712,0.17778000186088422,0.9855240781593728
fold_label,fold_holdout,1024,0.9267381416504223,0.5163043478260869,0.3161559888579387,0.5657946314242027,0.34924044112591984,0.128590138072371,0.17778000186088422,0.99726164,True,0,4096,4.096,5120,19.999999999999996,1.25,0.8,0.8,19.999999999999996,0.8,0.8,0.04096,4.096e-05,0.01024,1.024e-05,0.4096,0.0004096,0.1024,0.0001024,4.096,0.004096,1.024,0.001024,40.96,0.04096,10.24,0.01024,409.6,0.4096,102.4,0.1024,0.8,0.8,0.8,0.8,0.8,0.8,19.999999999999996,0.3161559888579387,1.0,0.12888322077953698,0.99772598244059,0.17778000186088422,1.0
fold_label,fold_holdout,1280,0.9277128005198181,0.5163043478260869,0.3161559888579387,0.5682715307272753,0.35211397415361223,0.12888322077953698,0.17778000186088422,0.9999999,True,0,5120,5.12,5120,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0512,5.12e-05,0.0,0.0,0.512,0.000512,0.0,0.0,5.12,0.00512,0.0,0.0,51.2,0.0512,0.0,0.0,512.0,0.512,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3161559888579387,1.0,0.12888322077953698,1.0,0.17778000186088422,1.0
superfamily_label,family_holdout,32,0.5471085120207927,0.125,0.7177672955974843,0.19941053009335877,0.04708198646285153,0.5062302253978628,0.5351824056542122,0.76713604,True,0,128,0.128,5120,97.5,40.0,0.025,0.025,97.5,0.025,0.025,0.00128,1.28e-06,0.04992,4.992e-05,0.0128,1.28e-05,0.4992,0.0004992,0.128,0.000128,4.992,0.004992,1.28,0.00128,49.92,0.04992,12.8,0.0128,499.2,0.4992,0.025,0.025,0.025,0.025,0.025,0.025,97.5,0.9787735849056604,0.7333333333333334,0.9430309214521875,0.5368119049779526,0.9626694649491002,0.5559357859995167
superfamily_label,family_holdout,64,0.7284762833008447,0.19701086956521738,0.8616352201257862,0.3465613367404647,0.09916009796831105,0.7346974297576202,0.7558611353490244,0.83210516,True,0,256,0.256,5120,95.0,20.0,0.05,0.05,95.0,0.05,0.05,0.00256,2.56e-06,0.04864,4.864e-05,0.0256,2.56e-05,0.4864,0.0004864,0.256,0.000256,4.864,0.004864,2.56,0.00256,48.64,0.04864,25.6,0.0256,486.4,0.4864,0.05,0.05,0.05,0.05,0.05,0.05,95.0,0.9787735849056604,0.8803212851405623,0.9430309214521875,0.7790809538103466,0.9626694649491002,0.7851720272326177
superfamily_label,family_holdout,128,0.8546133853151398,0.3016304347826087,0.9441823899371069,0.4949096729812415,0.15758745917240252,0.8576281447393456,0.8934281413009969,0.8901831,True,0,512,0.512,5120,90.0,10.0,0.1,0.1,90.0,0.1,0.1,0.00512,5.12e-06,0.04608,4.608e-05,0.0512,5.12e-05,0.4608,0.0004608,0.512,0.000512,4.608,0.004608,5.12,0.00512,46.08,0.04608,51.2,0.0512,460.8,0.4608,0.1,0.1,0.1,0.1,0.1,0.1,90.0,0.9787735849056604,0.9646586345381526,0.9430309214521875,0.9094379889671816,0.9626694649491002,0.9280736263388552
superfamily_label,family_holdout,256,0.9044834307992202,0.36684782608695654,0.9685534591194969,0.5819400147231029,0.20290887330595578,0.914144693851803,0.9386966316758703,0.9395798,True,0,1024,1.024,5120,80.0,5.0,0.2,0.2,80.0,0.2,0.2,0.01024,1.024e-05,0.04096,4.096e-05,0.1024,0.0001024,0.4096,0.0004096,1.024,0.001024,4.096,0.004096,10.24,0.01024,40.96,0.04096,102.4,0.1024,409.6,0.4096,0.2,0.2,0.2,0.2,0.2,0.2,80.0,0.9787735849056604,0.989558232931727,0.9430309214521875,0.9693687376062895,0.9626694649491002,0.9750975447481369
superfamily_label,family_holdout,512,0.9263320337881742,0.3967391304347826,0.9764150943396226,0.6366750801660628,0.22528913825589014,0.9347997536390392,0.956995706083852,0.9767876,True,0,2048,2.048,5120,60.0,2.5,0.4,0.4,60.0,0.4,0.4,0.02048,2.048e-05,0.03072,3.072e-05,0.2048,0.0002048,0.3072,0.0003072,2.048,0.002048,3.072,0.003072,20.48,0.02048,30.72,0.03072,204.8,0.2048,307.2,0.3072,0.4,0.4,0.4,0.4,0.4,0.4,60.0,0.9787735849056604,0.9975903614457831,0.9430309214521875,0.9912715822716895,0.9626694649491002,0.9941062232969566
superfamily_label,family_holdout,768,0.9333983105912931,0.40217391304347827,0.9787735849056604,0.6613178084633929,0.2330619088358674,0.9430309214521875,0.9626694649491002,0.9909389,True,0,3072,3.072,5120,40.0,1.6666666666666667,0.6,0.6,40.0,0.6,0.6,0.03072,3.072e-05,0.02048,2.048e-05,0.3072,0.0003072,0.2048,0.0002048,3.072,0.003072,2.048,0.002048,30.72,0.03072,20.48,0.02048,307.2,0.3072,204.8,0.2048,0.6,0.6,0.6,0.6,0.6,0.6,40.0,0.9787735849056604,1.0,0.9430309214521875,1.0,0.9626694649491002,1.0
superfamily_label,family_holdout,1024,0.9357537361923327,0.4048913043478261,0.9787735849056604,0.6722822131900996,0.23390872875848975,0.9430309214521875,0.9626694649491002,0.99726164,True,0,4096,4.096,5120,19.999999999999996,1.25,0.8,0.8,19.999999999999996,0.8,0.8,0.04096,4.096e-05,0.01024,1.024e-05,0.4096,0.0004096,0.1024,0.0001024,4.096,0.004096,1.024,0.001024,40.96,0.04096,10.24,0.01024,409.6,0.4096,102.4,0.1024,0.8,0.8,0.8,0.8,0.8,0.8,19.999999999999996,0.9787735849056604,1.0,0.9430309214521875,1.0,0.9626694649491002,1.0
superfamily_label,family_holdout,1280,0.936809616634178,0.4048913043478261,0.9787735849056604,0.6755831249387015,0.23445342930319024,0.9430309214521875,0.9626694649491002,0.9999999,True,0,5120,5.12,5120,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0512,5.12e-05,0.0,0.0,0.512,0.000512,0.0,0.0,5.12,0.00512,0.0,0.0,51.2,0.0512,0.0,0.0,512.0,0.512,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9787735849056604,1.0,0.9430309214521875,1.0,0.9626694649491002,1.0
superfamily_label,superfamily_holdout,32,0.5471085120207927,0.125,0.17783094098883573,0.19941053009335877,0.04708198646285153,0.06452740363704074,0.09366640513270452,0.76713604,True,0,128,0.128,5120,97.5,40.0,0.025,0.025,97.5,0.025,0.025,0.00128,1.28e-06,0.04992,4.992e-05,0.0128,1.28e-05,0.4992,0.0004992,0.128,0.000128,4.992,0.004992,1.28,0.00128,49.92,0.04992,12.8,0.0128,499.2,0.4992,0.025,0.025,0.025,0.025,0.025,0.025,97.5,0.5773524720893142,0.3080110497237569,0.35890545104549487,0.17978942211401866,0.42192482816146387,0.22199785099363692
superfamily_label,superfamily_holdout,64,0.7284762833008447,0.19701086956521738,0.2623604465709729,0.3465613367404647,0.09916009796831105,0.11147948030907028,0.14693608691814738,0.83210516,True,0,256,0.256,5120,95.0,20.0,0.05,0.05,95.0,0.05,0.05,0.00256,2.56e-06,0.04864,4.864e-05,0.0256,2.56e-05,0.4864,0.0004864,0.256,0.000256,4.864,0.004864,2.56,0.00256,48.64,0.04864,25.6,0.0256,486.4,0.4864,0.05,0.05,0.05,0.05,0.05,0.05,95.0,0.5773524720893142,0.45441988950276246,0.35890545104549487,0.3106096047979476,0.42192482816146387,0.34825181433010455
superfamily_label,superfamily_holdout,128,0.8546133853151398,0.3016304347826087,0.41068580542264754,0.4949096729812415,0.15758745917240252,0.19860156579681695,0.2541067772723623,0.8901831,True,0,512,0.512,5120,90.0,10.0,0.1,0.1,90.0,0.1,0.1,0.00512,5.12e-06,0.04608,4.608e-05,0.0512,5.12e-05,0.4608,0.0004608,0.512,0.000512,4.608,0.004608,5.12,0.00512,46.08,0.04608,51.2,0.0512,460.8,0.4608,0.1,0.1,0.1,0.1,0.1,0.1,90.0,0.5773524720893142,0.7113259668508288,0.35890545104549487,0.5533534395153062,0.42192482816146387,0.6022560425742941
superfamily_label,superfamily_holdout,256,0.9044834307992202,0.36684782608695654,0.5231259968102073,0.5819400147231029,0.20290887330595578,0.2879122779455324,0.3497989892470838,0.9395798,True,0,1024,1.024,5120,80.0,5.0,0.2,0.2,80.0,0.2,0.2,0.01024,1.024e-05,0.04096,4.096e-05,0.1024,0.0001024,0.4096,0.0004096,1.024,0.001024,4.096,0.004096,10.24,0.01024,40.96,0.04096,102.4,0.1024,409.6,0.4096,0.2,0.2,0.2,0.2,0.2,0.2,80.0,0.5773524720893142,0.9060773480662984,0.35890545104549487,0.8021953333582461,0.42192482816146387,0.829055238989684
superfamily_label,superfamily_holdout,512,0.9263320337881742,0.3967391304347826,0.5606060606060606,0.6366750801660628,0.22528913825589014,0.3248368774598207,0.39211526001768715,0.9767876,True,0,2048,2.048,5120,60.0,2.5,0.4,0.4,60.0,0.4,0.4,0.02048,2.048e-05,0.03072,3.072e-05,0.2048,0.0002048,0.3072,0.0003072,2.048,0.002048,3.072,0.003072,20.48,0.02048,30.72,0.03072,204.8,0.2048,307.2,0.3072,0.4,0.4,0.4,0.4,0.4,0.4,60.0,0.5773524720893142,0.9709944751381215,0.35890545104549487,0.9050764665556567,0.42192482816146387,0.9293486276366532
superfamily_label,superfamily_holdout,768,0.9333983105912931,0.40217391304347827,0.5677830940988836,0.6613178084633929,0.2330619088358674,0.34190355541504336,0.4045555853823851,0.9909389,True,0,3072,3.072,5120,40.0,1.6666666666666667,0.6,0.6,40.0,0.6,0.6,0.03072,3.072e-05,0.02048,2.048e-05,0.3072,0.0003072,0.2048,0.0002048,3.072,0.003072,2.048,0.002048,30.72,0.03072,20.48,0.02048,307.2,0.3072,204.8,0.2048,0.6,0.6,0.6,0.6,0.6,0.6,40.0,0.5773524720893142,0.983425414364641,0.35890545104549487,0.9526284831257791,0.42192482816146387,0.9588333238061264
superfamily_label,superfamily_holdout,1024,0.9357537361923327,0.4048913043478261,0.5741626794258373,0.6722822131900996,0.23390872875848975,0.35256713386002986,0.4148990670373421,0.99726164,True,0,4096,4.096,5120,19.999999999999996,1.25,0.8,0.8,19.999999999999996,0.8,0.8,0.04096,4.096e-05,0.01024,1.024e-05,0.4096,0.0004096,0.1024,0.0001024,4.096,0.004096,1.024,0.001024,40.96,0.04096,10.24,0.01024,409.6,0.4096,102.4,0.1024,0.8,0.8,0.8,0.8,0.8,0.8,19.999999999999996,0.5773524720893142,0.994475138121547,0.35890545104549487,0.9823398692691865,0.42192482816146387,0.9833483107530397
superfamily_label,superfamily_holdout,1280,0.936809616634178,0.4048913043478261,0.5773524720893142,0.6755831249387015,0.23445342930319024,0.35890545104549487,0.42192482816146387,0.9999999,True,0,5120,5.12,5120,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0512,5.12e-05,0.0,0.0,0.512,0.000512,0.0,0.0,5.12,0.00512,0.0,0.0,51.2,0.0512,0.0,0.0,512.0,0.512,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5773524720893142,1.0,0.35890545104549487,1.0,0.42192482816146387,1.0
superfamily_label,fold_holdout,32,,,,,,,,0.76713604,False,361,128,0.128,5120,97.5,40.0,0.025,0.025,97.5,0.025,0.025,0.00128,1.28e-06,0.04992,4.992e-05,0.0128,1.28e-05,0.4992,0.0004992,0.128,0.000128,4.992,0.004992,1.28,0.00128,49.92,0.04992,12.8,0.0128,499.2,0.4992,0.025,0.025,0.025,0.025,0.025,0.025,97.5,,,,,,
superfamily_label,fold_holdout,64,,,,,,,,0.83210516,False,361,256,0.256,5120,95.0,20.0,0.05,0.05,95.0,0.05,0.05,0.00256,2.56e-06,0.04864,4.864e-05,0.0256,2.56e-05,0.4864,0.0004864,0.256,0.000256,4.864,0.004864,2.56,0.00256,48.64,0.04864,25.6,0.0256,486.4,0.4864,0.05,0.05,0.05,0.05,0.05,0.05,95.0,,,,,,
superfamily_label,fold_holdout,128,,,,,,,,0.8901831,False,361,512,0.512,5120,90.0,10.0,0.1,0.1,90.0,0.1,0.1,0.00512,5.12e-06,0.04608,4.608e-05,0.0512,5.12e-05,0.4608,0.0004608,0.512,0.000512,4.608,0.004608,5.12,0.00512,46.08,0.04608,51.2,0.0512,460.8,0.4608,0.1,0.1,0.1,0.1,0.1,0.1,90.0,,,,,,
superfamily_label,fold_holdout,256,,,,,,,,0.9395798,False,361,1024,1.024,5120,80.0,5.0,0.2,0.2,80.0,0.2,0.2,0.01024,1.024e-05,0.04096,4.096e-05,0.1024,0.0001024,0.4096,0.0004096,1.024,0.001024,4.096,0.004096,10.24,0.01024,40.96,0.04096,102.4,0.1024,409.6,0.4096,0.2,0.2,0.2,0.2,0.2,0.2,80.0,,,,,,
superfamily_label,fold_holdout,512,,,,,,,,0.9767876,False,361,2048,2.048,5120,60.0,2.5,0.4,0.4,60.0,0.4,0.4,0.02048,2.048e-05,0.03072,3.072e-05,0.2048,0.0002048,0.3072,0.0003072,2.048,0.002048,3.072,0.003072,20.48,0.02048,30.72,0.03072,204.8,0.2048,307.2,0.3072,0.4,0.4,0.4,0.4,0.4,0.4,60.0,,,,,,
superfamily_label,fold_holdout,768,,,,,,,,0.9909389,False,361,3072,3.072,5120,40.0,1.6666666666666667,0.6,0.6,40.0,0.6,0.6,0.03072,3.072e-05,0.02048,2.048e-05,0.3072,0.0003072,0.2048,0.0002048,3.072,0.003072,2.048,0.002048,30.72,0.03072,20.48,0.02048,307.2,0.3072,204.8,0.2048,0.6,0.6,0.6,0.6,0.6,0.6,40.0,,,,,,
superfamily_label,fold_holdout,1024,,,,,,,,0.99726164,False,361,4096,4.096,5120,19.999999999999996,1.25,0.8,0.8,19.999999999999996,0.8,0.8,0.04096,4.096e-05,0.01024,1.024e-05,0.4096,0.0004096,0.1024,0.0001024,4.096,0.004096,1.024,0.001024,40.96,0.04096,10.24,0.01024,409.6,0.4096,102.4,0.1024,0.8,0.8,0.8,0.8,0.8,0.8,19.999999999999996,,,,,,
superfamily_label,fold_holdout,1280,,,,,,,,0.9999999,False,361,5120,5.12,5120,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0512,5.12e-05,0.0,0.0,0.512,0.000512,0.0,0.0,5.12,0.00512,0.0,0.0,51.2,0.0512,0.0,0.0,512.0,0.512,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,
family_label,family_holdout,32,0.5341130604288499,0.036684782608695655,0.7083333333333334,0.21270827068568643,0.012788081896695117,0.5251440407023512,0.5653286517099051,0.76713604,True,0,128,0.128,5120,97.5,40.0,0.025,0.025,97.5,0.025,0.025,0.00128,1.28e-06,0.04992,4.992e-05,0.0128,1.28e-05,0.4992,0.0004992,0.128,0.000128,4.992,0.004992,1.28,0.00128,49.92,0.04992,12.8,0.0128,499.2,0.4992,0.025,0.025,0.025,0.025,0.025,0.025,97.5,0.9622641509433962,0.7361111111111112,0.9117578751795508,0.5759687467453304,0.9373981676883395,0.6030827360203057
family_label,family_holdout,64,0.7014294996751137,0.06114130434782609,0.8443396226415094,0.3692556419354517,0.027190504034998925,0.7202973670262568,0.7510297601102546,0.83210516,True,0,256,0.256,5120,95.0,20.0,0.05,0.05,95.0,0.05,0.05,0.00256,2.56e-06,0.04864,4.864e-05,0.0256,2.56e-05,0.4864,0.0004864,0.256,0.000256,4.864,0.004864,2.56,0.00256,48.64,0.04864,25.6,0.0256,486.4,0.4864,0.05,0.05,0.05,0.05,0.05,0.05,95.0,0.9622641509433962,0.8774509803921569,0.9117578751795508,0.7900094823797491,0.9373981676883395,0.8011854364536719
family_label,family_holdout,128,0.8150584795321637,0.07065217391304347,0.925314465408805,0.5100834301486143,0.030251180510933454,0.8511873659293782,0.8718067698388772,0.8901831,True,0,512,0.512,5120,90.0,10.0,0.1,0.1,90.0,0.1,0.1,0.00512,5.12e-06,0.04608,4.608e-05,0.0512,5.12e-05,0.4608,0.0004608,0.512,0.000512,4.608,0.004608,5.12,0.00512,46.08,0.04608,51.2,0.0512,460.8,0.4608,0.1,0.1,0.1,0.1,0.1,0.1,90.0,0.9622641509433962,0.9616013071895425,0.9117578751795508,0.933567330868138,0.9373981676883395,0.9300282418823015
family_label,family_holdout,256,0.8746751137102015,0.07472826086956522,0.9551886792452831,0.6148728427654175,0.030712798707188606,0.9036030357367779,0.9266454795162965,0.9395798,True,0,1024,1.024,5120,80.0,5.0,0.2,0.2,80.0,0.2,0.2,0.01024,1.024e-05,0.04096,4.096e-05,0.1024,0.0001024,0.4096,0.0004096,1.024,0.001024,4.096,0.004096,10.24,0.01024,40.96,0.04096,102.4,0.1024,409.6,0.4096,0.2,0.2,0.2,0.2,0.2,0.2,80.0,0.9622641509433962,0.9926470588235294,0.9117578751795508,0.9910559155398938,0.9373981676883395,0.9885292199807052
family_label,family_holdout,512,0.9039148797920727,0.07472826086956522,0.9583333333333334,0.6830956879397804,0.033104943807819205,0.9071276993912866,0.9322906408066192,0.9767876,True,0,2048,2.048,5120,60.0,2.5,0.4,0.4,60.0,0.4,0.4,0.02048,2.048e-05,0.03072,3.072e-05,0.2048,0.0002048,0.3072,0.0003072,2.048,0.002048,3.072,0.003072,20.48,0.02048,30.72,0.03072,204.8,0.2048,307.2,0.3072,0.4,0.4,0.4,0.4,0.4,0.4,60.0,0.9622641509433962,0.9959150326797386,0.9117578751795508,0.9949217046385781,0.9373981676883395,0.994551379490835
family_label,family_holdout,768,0.914311241065627,0.07608695652173914,0.960691823899371,0.7106304954865722,0.03422302694353704,0.9094885299414555,0.9349788128496298,0.9909389,True,0,3072,3.072,5120,40.0,1.6666666666666667,0.6,0.6,40.0,0.6,0.6,0.03072,3.072e-05,0.02048,2.048e-05,0.3072,0.0003072,0.2048,0.0002048,3.072,0.003072,2.048,0.002048,30.72,0.03072,20.48,0.02048,307.2,0.3072,204.8,0.2048,0.6,0.6,0.6,0.6,0.6,0.6,40.0,0.9622641509433962,0.9983660130718953,0.9117578751795508,0.9975110220598331,0.9373981676883395,0.9974190744956586
family_label,family_holdout,1024,0.9190220922677063,0.07744565217391304,0.9622641509433962,0.7225960928009448,0.03495338702345072,0.9146160503368532,0.9373981676883395,0.99726164,True,0,4096,4.096,5120,19.999999999999996,1.25,0.8,0.8,19.999999999999996,0.8,0.8,0.04096,4.096e-05,0.01024,1.024e-05,0.4096,0.0004096,0.1024,0.0001024,4.096,0.004096,1.024,0.001024,40.96,0.04096,10.24,0.01024,409.6,0.4096,102.4,0.1024,0.8,0.8,0.8,0.8,0.8,0.8,19.999999999999996,0.9622641509433962,1.0,0.9117578751795508,1.0031347962382442,0.9373981676883395,1.0
family_label,family_holdout,1280,0.9212962962962963,0.07744565217391304,0.9622641509433962,0.7283617229240539,0.034680666334961134,0.9117578751795508,0.9373981676883395,0.9999999,True,0,5120,5.12,5120,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0512,5.12e-05,0.0,0.0,0.512,0.000512,0.0,0.0,5.12,0.00512,0.0,0.0,51.2,0.0512,0.0,0.0,512.0,0.512,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9622641509433962,1.0,0.9117578751795508,1.0,0.9373981676883395,1.0
family_label,superfamily_holdout,32,,,,,,,,0.76713604,False,791,128,0.128,5120,97.5,40.0,0.025,0.025,97.5,0.025,0.025,0.00128,1.28e-06,0.04992,4.992e-05,0.0128,1.28e-05,0.4992,0.0004992,0.128,0.000128,4.992,0.004992,1.28,0.00128,49.92,0.04992,12.8,0.0128,499.2,0.4992,0.025,0.025,0.025,0.025,0.025,0.025,97.5,,,,,,
family_label,superfamily_holdout,64,,,,,,,,0.83210516,False,791,256,0.256,5120,95.0,20.0,0.05,0.05,95.0,0.05,0.05,0.00256,2.56e-06,0.04864,4.864e-05,0.0256,2.56e-05,0.4864,0.0004864,0.256,0.000256,4.864,0.004864,2.56,0.00256,48.64,0.04864,25.6,0.0256,486.4,0.4864,0.05,0.05,0.05,0.05,0.05,0.05,95.0,,,,,,
family_label,superfamily_holdout,128,,,,,,,,0.8901831,False,791,512,0.512,5120,90.0,10.0,0.1,0.1,90.0,0.1,0.1,0.00512,5.12e-06,0.04608,4.608e-05,0.0512,5.12e-05,0.4608,0.0004608,0.512,0.000512,4.608,0.004608,5.12,0.00512,46.08,0.04608,51.2,0.0512,460.8,0.4608,0.1,0.1,0.1,0.1,0.1,0.1,90.0,,,,,,
family_label,superfamily_holdout,256,,,,,,,,0.9395798,False,791,1024,1.024,5120,80.0,5.0,0.2,0.2,80.0,0.2,0.2,0.01024,1.024e-05,0.04096,4.096e-05,0.1024,0.0001024,0.4096,0.0004096,1.024,0.001024,4.096,0.004096,10.24,0.01024,40.96,0.04096,102.4,0.1024,409.6,0.4096,0.2,0.2,0.2,0.2,0.2,0.2,80.0,,,,,,
family_label,superfamily_holdout,512,,,,,,,,0.9767876,False,791,2048,2.048,5120,60.0,2.5,0.4,0.4,60.0,0.4,0.4,0.02048,2.048e-05,0.03072,3.072e-05,0.2048,0.0002048,0.3072,0.0003072,2.048,0.002048,3.072,0.003072,20.48,0.02048,30.72,0.03072,204.8,0.2048,307.2,0.3072,0.4,0.4,0.4,0.4,0.4,0.4,60.0,,,,,,
family_label,superfamily_holdout,768,,,,,,,,0.9909389,False,791,3072,3.072,5120,40.0,1.6666666666666667,0.6,0.6,40.0,0.6,0.6,0.03072,3.072e-05,0.02048,2.048e-05,0.3072,0.0003072,0.2048,0.0002048,3.072,0.003072,2.048,0.002048,30.72,0.03072,20.48,0.02048,307.2,0.3072,204.8,0.2048,0.6,0.6,0.6,0.6,0.6,0.6,40.0,,,,,,
family_label,superfamily_holdout,1024,,,,,,,,0.99726164,False,791,4096,4.096,5120,19.999999999999996,1.25,0.8,0.8,19.999999999999996,0.8,0.8,0.04096,4.096e-05,0.01024,1.024e-05,0.4096,0.0004096,0.1024,0.0001024,4.096,0.004096,1.024,0.001024,40.96,0.04096,10.24,0.01024,409.6,0.4096,102.4,0.1024,0.8,0.8,0.8,0.8,0.8,0.8,19.999999999999996,,,,,,
family_label,superfamily_holdout,1280,,,,,,,,0.9999999,False,791,5120,5.12,5120,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0512,5.12e-05,0.0,0.0,0.512,0.000512,0.0,0.0,5.12,0.00512,0.0,0.0,51.2,0.0512,0.0,0.0,512.0,0.512,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,
family_label,fold_holdout,32,,,,,,,,0.76713604,False,398,128,0.128,5120,97.5,40.0,0.025,0.025,97.5,0.025,0.025,0.00128,1.28e-06,0.04992,4.992e-05,0.0128,1.28e-05,0.4992,0.0004992,0.128,0.000128,4.992,0.004992,1.28,0.00128,49.92,0.04992,12.8,0.0128,499.2,0.4992,0.025,0.025,0.025,0.025,0.025,0.025,97.5,,,,,,
family_label,fold_holdout,64,,,,,,,,0.83210516,False,398,256,0.256,5120,95.0,20.0,0.05,0.05,95.0,0.05,0.05,0.00256,2.56e-06,0.04864,4.864e-05,0.0256,2.56e-05,0.4864,0.0004864,0.256,0.000256,4.864,0.004864,2.56,0.00256,48.64,0.04864,25.6,0.0256,486.4,0.4864,0.05,0.05,0.05,0.05,0.05,0.05,95.0,,,,,,
